Ppd_D1,NLP3_3B,Plant_height_[cm],Spike_length_[cm],Spikelets_per_spike,Tiller_number,Internode_1_length_[cm],Internode_2_length_[cm],Internode_3_length_[cm],Internode_4_length_[cm],Internode_5_length_[cm],Internode_6_length_[cm],Spike_weight_[g],Culm_weight_[g],Number_of_grains_per_spike,Grain_weight_per_spike_[g],Grain_weight_per_plant_[ln(g)],Thousand_kernel_weight_[g],Time_before_heading_[days],Time_before_anthesis_[days],Spike_density,Grains_in_spikelet,Internode_number,Harvest_index
aa,AA,72.0,7.0,17.0,,25.0,16.0,,7.5,4.5,,1.72,0.7,37.0,1.38,1.432700733934046,37.2972972972973,56.0,58,24.28571428571428,2.176470588235294,5.0,0.5702479338842975
aa,AA,73.0,8.0,,4.0,25.0,16.5,10.0,,,,2.47,0.7,43.0,1.93,1.564440546503365,44.88372093023256,56.0,58,,,5.0,0.6088328075709779
aa,AA,,8.5,,,26.0,18.5,,8.0,4.5,,2.65,,48.0,2.13,1.846878768449135,44.375,56.0,58,,,5.0,
aa,AA,63.5,8.5,,4.0,26.0,15.0,9.0,4.5,1.5,,2.25,0.61,44.0,1.8,1.613429933703638,40.90909090909091,56.0,58,,,5.0,0.6293706293706294
aa,AA,69.0,9.0,17.0,4.0,25.0,17.0,10.5,,,,2.51,0.69,45.0,2.0,1.308332819650179,44.44444444444444,56.0,58,18.88888888888889,2.647058823529412,4.0,0.625
aa,AA,67.0,7.5,17.0,3.0,25.5,15.5,10.0,6.0,3.0,,1.6,0.58,32.0,1.23,1.196948189388972,38.4375,56.0,58,22.66666666666667,1.882352941176471,5.0,0.5642201834862385
aa,AA,62.5,7.5,16.0,3.0,23.5,14.5,9.5,6.0,2.0,,1.4,0.42,27.0,1.07,0.85015092936961,39.62962962962963,56.0,58,21.33333333333333,1.6875,5.0,0.587912087912088
aa,AA,53.5,7.5,17.0,2.0,19.0,12.5,7.5,6.0,1.0,,1.65,0.31,29.0,1.23,0.6931471805599453,42.41379310344828,56.0,58,22.66666666666667,1.705882352941176,5.0,0.6275510204081632
aa,AA,73.0,6.5,14.0,2.0,25.5,17.0,,8.0,5.0,,1.3,0.65,22.0,0.95,0.636576829071551,43.18181818181818,56.0,58,21.53846153846154,1.571428571428571,5.0,0.4871794871794871
aa,AA,,8.0,16.0,3.0,26.5,18.0,,,4.5,,2.02,0.7,37.0,1.64,1.190887564777281,44.32432432432432,56.0,58,20.0,2.3125,5.0,0.6029411764705882
aa,AA,74.0,8.0,,3.0,29.5,14.5,,7.0,3.0,,2.27,,44.0,1.7,1.28647402583768,38.63636363636363,56.0,58,,,5.0,
aa,AA,60.5,7.0,15.0,2.0,22.5,12.5,9.0,6.0,4.5,,1.27,0.42,23.0,0.97,0.7466879474879751,42.17391304347826,56.0,58,21.42857142857143,1.533333333333333,5.0,0.5739644970414202
aa,AA,69.5,8.0,18.0,3.0,28.0,15.5,10.0,6.5,2.0,,2.14,0.72,41.0,1.61,1.358409157630355,39.26829268292683,56.0,58,22.5,2.277777777777778,5.0,0.5629370629370629
aa,AA,60.0,8.5,,3.0,22.0,18.0,8.0,4.0,,,2.24,0.69,41.0,1.73,1.187843422396052,42.19512195121951,56.0,58,,,4.0,0.590443686006826
aa,AA,65.0,8.5,18.0,1.0,25.0,14.0,10.0,6.0,2.0,,2.25,0.64,43.0,1.77,0.5709795465857378,41.16279069767442,56.0,58,21.17647058823529,2.388888888888889,5.0,0.6124567474048442
aa,AA,60.0,8.0,18.0,4.0,25.0,12.5,9.0,4.5,2.0,,1.69,0.77,34.0,1.21,0.9042181506398858,35.58823529411764,56.0,58,22.5,1.888888888888889,5.0,0.491869918699187
aa,AA,60.0,8.0,17.0,1.0,28.0,9.0,9.0,6.5,,,1.72,0.44,38.0,1.36,0.3074846997479607,35.78947368421053,56.0,58,21.25,2.235294117647059,4.0,0.6296296296296297
aa,AA,58.0,7.0,16.0,2.0,24.5,13.0,9.0,5.5,,,1.37,0.47,26.0,1.06,0.4885800148186709,40.76923076923077,56.0,58,22.85714285714286,1.625,4.0,0.5760869565217391
aa,AA,60.0,8.0,18.0,1.0,27.0,16.0,7.0,,,,1.88,0.62,39.0,1.51,0.412109650826833,38.71794871794872,56.0,58,22.5,2.166666666666667,4.0,0.604
aa,AA,63.5,8.5,17.0,2.0,26.0,13.0,9.0,6.0,1.5,,2.16,0.59,38.0,1.64,0.9082585601768908,43.1578947368421,56.0,58,20.0,2.235294117647059,5.0,0.5963636363636363
aa,AA,54.0,7.0,18.0,1.0,21.0,10.5,9.0,5.5,1.0,,1.05,0.35,21.0,0.77,-0.2613647641344075,36.66666666666666,56.0,58,,1.166666666666667,5.0,0.55
aa,AA,68.0,8.0,17.0,,26.5,15.0,10.5,4.5,4.5,,2.52,0.8,43.0,1.94,1.918392120161421,45.11627906976744,56.0,58,21.25,2.529411764705882,5.0,0.5843373493975903
aa,AA,66.5,9.0,,4.0,25.0,17.0,9.0,6.0,1.5,,,0.79,,,1.693779060867851,41.60714285714285,56.0,58,,,5.0,
aa,AA,56.0,6.0,14.0,1.0,20.0,12.5,9.0,5.5,3.5,,1.14,0.35,19.0,0.79,-0.2357223335210698,41.57894736842105,56.0,58,23.33333333333333,1.357142857142857,5.0,0.5302013422818793
aa,AA,69.5,8.0,16.0,3.0,29.5,16.0,9.5,6.0,1.5,,2.22,0.79,48.0,1.76,1.33500106673234,36.66666666666666,56.0,58,20.0,3.0,5.0,0.5847176079734219
aa,AA,63.5,7.0,18.0,2.0,23.0,12.5,10.5,6.5,5.0,,1.65,0.48,33.0,1.29,0.5187937934151676,39.09090909090909,56.0,58,,1.833333333333333,5.0,0.6056338028169015
aa,AA,57.5,8.0,18.0,,24.0,14.0,7.5,4.0,,,2.22,0.63,43.0,1.77,1.646733697177797,41.16279069767442,56.0,58,22.5,2.388888888888889,4.0,0.6210526315789473
aa,AA,62.5,7.0,15.0,4.0,25.5,14.0,9.0,6.0,2.0,,1.48,0.39,31.0,1.25,1.187843422396052,40.32258064516129,56.0,58,21.42857142857143,2.066666666666667,5.0,0.6684491978609626
aa,AA,67.5,8.0,,4.0,24.0,13.5,,7.0,4.5,,2.25,0.72,42.0,1.78,1.660131026749619,42.38095238095238,56.0,58,,,5.0,0.5993265993265994
aa,AA,66.0,8.5,,4.0,26.0,16.0,10.0,6.0,,,2.41,0.65,49.0,1.87,1.483874689458755,38.16326530612245,56.0,58,,,4.0,0.6111111111111112
bb,AA,69.5,8.0,16.0,4.0,24.5,18.5,10.0,6.5,2.5,,1.78,0.66,37.0,1.36,0.9707789171582248,36.75675675675676,54.0,58,20.0,2.3125,5.0,0.5573770491803279
bb,AA,50.5,8.0,16.0,3.0,,14.5,8.5,5.5,2.0,,1.88,0.58,40.0,1.47,0.7747271675523681,36.75,54.0,58,20.0,2.5,5.0,0.5975609756097561
bb,AA,46.5,7.0,14.0,2.0,23.5,10.0,,,,,0.73,0.38,13.0,0.48,0.04879016416943183,36.92307692307692,54.0,58,20.0,0.9285714285714286,4.0,0.4324324324324325
bb,AA,54.0,8.0,16.0,3.0,19.5,16.5,6.5,3.5,,,1.76,0.6,30.0,1.34,0.9477893989335261,44.66666666666666,54.0,58,20.0,1.875,4.0,0.5677966101694916
bb,AA,47.0,7.0,14.0,1.0,13.5,12.0,10.0,4.5,,,0.54,0.37,11.0,0.34,-1.07880966137193,30.90909090909091,54.0,58,20.0,0.7857142857142857,4.0,
bb,AA,56.0,8.0,16.0,1.0,19.0,,8.0,4.5,,,0.92,0.47,20.0,0.64,-0.4462871026284195,32.0,54.0,58,20.0,1.25,4.0,0.460431654676259
bb,AA,58.5,6.5,14.0,1.0,23.0,15.0,8.0,5.0,1.0,,1.44,0.57,26.0,1.11,0.1043600153242429,42.69230769230769,54.0,58,21.53846153846154,1.857142857142857,5.0,0.5522388059701494
bb,AA,66.0,9.5,18.0,2.0,26.5,17.5,8.0,5.0,,,,0.79,,,1.193922468472435,41.50943396226415,54.0,58,18.94736842105263,,4.0,
bb,AA,48.5,7.0,,1.0,19.0,11.0,7.5,4.0,,,0.98,0.4,21.0,0.82,-0.1984509387238383,39.04761904761905,54.0,58,,,4.0,0.5942028985507246
bb,AA,48.5,7.0,14.0,1.0,,12.5,10.0,5.0,2.5,,1.12,0.43,23.0,0.82,-0.1984509387238383,35.65217391304348,54.0,58,20.0,1.642857142857143,5.0,0.529032258064516
bb,AA,45.0,6.0,15.0,1.0,17.5,10.0,6.0,5.0,,,0.51,0.22,14.0,0.36,-1.021651247531981,25.71428571428572,54.0,58,25.0,0.9333333333333333,4.0,0.4931506849315068
bb,AA,62.5,7.0,18.0,1.0,20.0,15.0,9.0,7.0,3.5,,1.39,0.45,27.0,1.12,0.1133286853070033,41.48148148148148,54.0,58,,1.5,5.0,0.6086956521739132
bb,AA,44.0,,,1.0,21.0,12.0,,4.0,2.0,,0.16,,,0.12,,30.0,54.0,58,,,5.0,
bb,AA,44.0,6.5,,1.0,14.5,12.0,6.5,4.0,,,0.49,0.24,8.0,0.35,-1.049822124498678,43.75,54.0,58,,,4.0,0.4794520547945205
bb,AA,48.0,6.0,,,20.0,12.0,7.0,3.5,,,0.26,0.32,,0.09,-1.021651247531981,,54.0,58,,,4.0,
bb,AA,66.0,7.0,,1.0,23.0,,7.5,6.5,1.5,,1.05,0.75,19.0,0.7,-0.3566749439387324,36.8421052631579,58.0,64,,,,
aa,AA,51.0,5.5,,3.0,24.0,14.0,,,,,0.82,0.23,24.0,0.6,0.03922071315328133,,56.0,60,,,4.0,0.5714285714285714
aa,AA,58.0,7.5,14.0,4.0,23.5,14.5,8.0,4.0,,,0.89,0.43,30.0,0.58,0.7323678937132266,,56.0,60,18.66666666666667,2.142857142857143,4.0,0.4393939393939393
aa,AA,56.0,7.0,16.0,3.0,20.0,16.0,8.0,5.0,,,0.55,0.36,21.0,0.31,-0.4780358009429998,,56.0,60,22.85714285714286,1.3125,4.0,
aa,AA,48.0,7.0,16.0,2.0,14.5,14.5,8.0,4.0,,,0.87,0.36,27.0,0.61,-0.1743533871447778,,56.0,60,22.85714285714286,1.6875,4.0,0.4959349593495935
aa,AA,61.0,7.5,15.0,4.0,25.0,16.5,8.0,4.5,,,1.64,0.6,34.0,1.23,1.348073148299693,36.1764705882353,56.0,60,20.0,2.266666666666667,4.0,0.5491071428571429
aa,AA,58.0,7.0,17.0,3.0,23.5,15.0,7.5,4.5,,,0.73,0.35,26.0,0.38,-0.3710636813908321,,56.0,60,24.28571428571428,1.529411764705882,4.0,
aa,AA,61.0,7.5,15.0,3.0,18.0,17.5,9.0,6.0,3.0,,1.42,0.58,36.0,0.98,0.5128236264286637,27.22222222222222,56.0,60,20.0,2.4,5.0,0.49
aa,AA,56.0,7.5,14.0,3.0,24.0,14.5,6.0,3.0,,,1.22,0.6,31.0,0.83,0.3576744442718159,26.7741935483871,56.0,60,18.66666666666667,2.214285714285714,4.0,0.4560439560439561
aa,AA,67.0,8.0,18.0,3.0,22.0,17.0,9.5,7.0,3.5,,1.67,0.75,45.0,1.21,0.9707789171582246,26.88888888888889,56.0,60,22.5,2.5,5.0,0.5
aa,AA,60.5,7.0,16.0,4.0,23.0,18.0,8.5,5.0,,,0.62,0.41,23.0,0.32,-0.579818495252942,,56.0,60,22.85714285714286,1.4375,4.0,
aa,AA,58.5,8.5,16.0,4.0,24.0,17.0,6.0,,,,1.79,0.63,34.0,1.33,1.40609698841607,39.11764705882353,56.0,60,18.82352941176471,2.125,4.0,0.5495867768595042
aa,AA,60.0,8.0,18.0,3.0,24.0,16.5,7.5,4.5,,,1.84,0.74,40.0,1.38,1.141033004552062,34.5,56.0,60,22.5,2.222222222222222,4.0,0.5348837209302325
aa,AA,49.5,6.0,,2.0,22.0,14.0,,,,,0.48,0.45,6.0,0.2,-0.1053605156578264,33.33333333333334,56.0,60,,,4.0,
aa,AA,55.5,6.5,14.0,,28.0,11.0,7.0,3.0,,,0.67,0.23,21.0,0.45,0.6780335427498971,,56.0,60,21.53846153846154,1.5,4.0,0.5
aa,AA,46.0,7.0,14.0,2.0,20.0,13.0,,,,,0.89,0.38,26.0,0.52,-0.2876820724517809,,56.0,60,20.0,1.857142857142857,4.0,0.4094488188976378
aa,AA,,8.0,16.0,2.0,,13.0,,,,,0.99,0.45,28.0,0.63,0.0769610411361284,,56.0,60,20.0,1.75,4.0,0.4375
aa,AA,44.0,5.0,,1.0,14.5,13.5,6.0,4.0,,,0.63,0.33,20.0,0.35,-1.049822124498678,,56.0,60,,,4.0,
aa,AA,52.5,6.5,,1.0,20.0,15.0,7.0,4.5,,,0.43,,18.0,0.22,,,56.0,60,,,4.0,
aa,AA,,4.5,,1.0,,11.0,6.0,,,,0.25,0.23,6.0,0.12,,,56.0,60,,,4.0,
aa,AA,50.0,8.0,16.0,1.0,,17.0,8.0,5.5,1.0,,1.04,0.63,23.0,0.65,-0.4307829160924542,28.26086956521739,56.0,60,20.0,1.4375,5.0,
aa,AA,56.0,6.5,15.0,1.0,20.5,14.0,7.5,5.0,2.0,,1.07,0.47,25.0,0.84,-0.1743533871447778,33.6,56.0,60,23.07692307692308,1.666666666666667,5.0,0.5454545454545454
aa,AA,60.0,8.0,16.0,3.0,23.0,16.5,7.5,4.5,1.0,,1.47,0.61,29.0,1.08,0.8878912573524571,37.24137931034483,56.0,60,20.0,1.8125,5.0,0.5192307692307693
aa,AA,50.0,6.0,15.0,2.0,19.5,13.0,7.0,4.0,,,0.92,0.33,22.0,0.65,0.009950330853168092,29.54545454545455,56.0,60,25.0,1.466666666666667,4.0,0.52
aa,AA,47.5,6.0,,1.0,20.0,12.0,6.0,3.0,,,0.65,0.24,14.0,0.4,-0.916290731874155,28.57142857142857,56.0,60,,,4.0,0.4494382022471911
aa,AA,47.0,6.0,,1.0,18.0,11.5,7.0,4.0,,,0.48,0.23,14.0,0.24,,,56.0,60,,,4.0,
aa,AA,59.0,6.0,15.0,1.0,25.0,17.0,7.5,3.5,,,1.1,0.49,29.0,0.8,-0.2231435513142097,27.58620689655172,56.0,60,25.0,1.933333333333333,4.0,0.5031446540880503
aa,AA,53.0,6.0,14.0,1.0,21.0,14.0,7.5,4.0,,,0.53,0.29,16.0,0.25,,,56.0,60,23.33333333333333,1.142857142857143,4.0,
aa,AA,63.0,7.0,16.0,1.0,20.5,18.0,9.5,6.0,2.0,,1.27,0.49,34.0,0.98,-0.02020270731751947,28.82352941176471,56.0,60,22.85714285714286,2.125,5.0,0.5568181818181818
aa,AA,45.5,7.5,14.0,1.0,23.0,15.0,,,,,1.45,0.3,42.0,0.96,-0.04082199452025517,,56.0,60,18.66666666666667,3.0,2.0,0.5485714285714286
aa,AA,52.5,6.0,,1.0,21.5,13.5,7.0,4.0,,,0.7,0.27,17.0,0.49,-0.7133498878774648,28.82352941176471,56.0,60,,,4.0,0.5051546391752577
aa,AA,55.0,7.5,14.0,1.0,20.0,15.5,7.0,3.5,,,0.83,0.43,24.0,0.53,-0.6348782724359695,,56.0,60,18.66666666666667,1.714285714285714,4.0,0.4206349206349206
aa,AA,49.0,6.5,,1.0,23.5,11.0,6.0,,,,0.62,0.28,21.0,0.38,-0.9675840262617056,,56.0,60,,,4.0,0.4222222222222222
aa,AA,54.0,4.5,,1.0,23.5,16.0,6.5,3.5,,,0.62,0.61,11.0,0.43,-0.843970070294529,39.09090909090909,56.0,60,,,4.0,
aa,AA,58.0,8.0,15.0,4.0,20.0,15.0,8.0,5.5,2.0,,1.64,0.61,39.0,1.2,0.9321640810304452,30.76923076923077,56.0,60,18.75,2.6,5.0,0.5333333333333333
aa,AA,62.0,7.0,18.0,2.0,21.0,16.5,8.5,6.0,3.0,,1.7,0.58,37.0,1.29,0.5538851132264376,34.86486486486486,56.0,60,,2.055555555555555,5.0,0.5657894736842106
aa,AA,61.0,7.0,14.0,3.0,22.0,15.5,8.5,5.0,2.0,,1.46,0.57,38.0,0.98,1.015230679729058,25.78947368421053,56.0,60,20.0,2.714285714285714,5.0,0.4827586206896552
aa,AA,57.0,8.0,,3.0,17.5,18.0,8.5,5.5,,,1.85,0.7,39.0,1.43,0.7419373447293773,36.66666666666666,56.0,60,,,4.0,0.5607843137254902
aa,AA,61.0,7.5,16.0,3.0,24.0,16.5,8.5,5.0,,,0.83,0.47,28.0,0.46,0.02955880224154443,,56.0,60,21.33333333333333,1.75,4.0,
aa,AA,66.0,8.5,18.0,3.0,24.0,17.0,10.0,6.0,1.5,,2.44,0.84,50.0,1.91,1.269760544863939,38.2,56.0,60,21.17647058823529,2.777777777777778,5.0,0.5823170731707317
aa,GG,64.0,7.5,14.0,2.0,30.0,17.0,7.0,,,,1.52,0.6,29.0,1.03,1.040276711655146,35.51724137931034,56.0,60,18.66666666666667,2.071428571428572,4.0,0.4858490566037736
aa,GG,70.5,8.0,14.0,2.0,,17.0,6.0,,,,1.34,,33.0,0.78,0.8285518175661483,,56.0,60,17.5,2.357142857142857,4.0,
aa,GG,58.5,9.0,18.0,,16.5,15.5,9.0,6.0,2.5,,,,51.0,2.13,1.994700313224745,41.76470588235294,56.0,60,20.0,2.833333333333333,5.0,
aa,GG,66.0,8.5,17.0,3.0,21.5,16.5,9.0,6.5,3.5,,,0.81,46.0,,1.33500106673234,,56.0,60,20.0,2.705882352941177,5.0,
aa,GG,49.0,8.0,16.0,4.0,16.0,15.5,6.5,3.5,,,2.32,0.63,38.0,1.81,1.172482137234565,47.63157894736842,56.0,60,20.0,2.375,4.0,0.6135593220338984
aa,GG,59.0,8.0,14.0,3.0,29.0,11.0,6.5,4.0,,,1.32,0.51,27.0,0.95,1.137833001821391,35.18518518518518,56.0,60,17.5,1.928571428571429,4.0,0.5191256830601092
aa,GG,64.0,7.0,,2.0,28.0,18.0,6.0,5.0,,,1.09,0.6,23.0,0.76,0.4252677354043441,33.04347826086956,56.0,60,,,4.0,0.4497041420118343
aa,GG,57.0,9.0,16.0,1.0,27.5,10.5,7.0,3.0,,,1.65,0.53,31.0,1.22,0.1988508587451652,39.35483870967742,56.0,60,17.77777777777778,1.9375,4.0,0.5596330275229359
aa,GG,66.0,8.5,15.0,1.0,25.0,,7.0,6.0,,,2.19,,43.0,1.58,0.4574248470388755,36.74418604651163,56.0,60,17.64705882352941,2.866666666666667,4.0,
aa,GG,68.0,7.0,16.0,3.0,27.0,18.0,7.5,6.0,2.5,,1.16,0.54,22.0,0.86,0.8197798314933114,39.09090909090909,56.0,60,22.85714285714286,1.375,5.0,0.5058823529411764
aa,GG,62.5,7.5,14.0,1.0,25.5,17.0,6.0,5.5,1.0,,1.38,0.7,32.0,0.98,-0.02020270731751947,30.625,56.0,60,18.66666666666667,2.285714285714286,5.0,0.4711538461538461
aa,GG,52.0,7.0,,1.0,24.0,11.0,6.5,4.0,,,0.72,0.37,8.0,0.37,-0.9942522733438669,46.25,56.0,60,,,4.0,
aa,GG,61.0,8.5,16.0,1.0,27.0,16.0,6.0,3.5,,,1.62,0.85,37.0,1.09,0.08617769624105241,29.45945945945946,56.0,60,18.82352941176471,2.3125,4.0,0.4412955465587045
aa,GG,60.5,7.0,,1.0,26.0,,,,1.5,,0.92,0.54,21.0,0.62,-0.4780358009429998,29.52380952380953,56.0,60,,,5.0,0.4246575342465754
aa,GG,61.0,7.5,,1.0,,11.0,6.0,,,,1.15,0.56,29.0,0.77,-0.2613647641344075,26.55172413793104,56.0,60,,,4.0,0.4502923976608187
aa,GG,64.5,8.0,,1.0,28.0,14.0,8.0,7.5,,,1.95,0.74,42.0,1.44,0.3646431135879092,34.28571428571428,56.0,60,,,4.0,0.5353159851301115
aa,GG,51.0,7.0,14.0,1.0,18.5,12.0,8.5,4.5,,,1.5,0.41,26.0,1.1,0.09531017980432493,42.30769230769231,56.0,60,20.0,1.857142857142857,4.0,0.5759162303664922
aa,GG,54.5,7.0,,1.0,23.0,14.0,7.0,3.5,,,1.84,0.43,31.0,1.48,0.3920420877760237,47.74193548387097,56.0,60,,,4.0,0.6519823788546255
aa,GG,42.5,6.0,,1.0,21.0,8.5,,,,,0.79,0.27,14.0,0.54,-0.616186139423817,38.57142857142857,56.0,60,,,4.0,0.5094339622641509
aa,GG,58.5,8.0,16.0,2.0,20.5,15.5,8.5,6.0,,,2.34,0.59,42.0,1.93,1.004301609196868,45.95238095238095,56.0,60,20.0,2.625,4.0,0.658703071672355
aa,GG,57.5,8.5,18.0,4.0,20.5,15.5,8.0,5.0,,,2.26,0.65,45.0,2.15,1.955860479908481,47.77777777777778,56.0,60,21.17647058823529,2.5,4.0,
aa,GG,64.0,8.5,16.0,,23.5,16.5,9.0,5.0,1.5,,1.34,0.6,33.0,1.66,2.014903020542265,50.3030303030303,56.0,60,18.82352941176471,2.0625,5.0,
aa,GG,59.5,7.5,15.0,3.0,25.5,13.5,6.5,5.0,1.0,,2.08,0.6,29.0,1.0,0.8020015854720274,34.48275862068966,56.0,60,20.0,1.933333333333333,5.0,
aa,GG,63.0,7.5,17.0,4.0,22.0,15.0,9.0,6.5,3.0,,1.81,0.72,40.0,1.68,1.769854633840005,42.0,56.0,60,22.66666666666667,2.352941176470588,5.0,0.6640316205533596
aa,GG,53.0,8.5,18.0,3.0,14.5,17.0,8.0,5.0,,,1.87,0.46,31.0,1.27,1.40854497005471,40.96774193548387,56.0,60,21.17647058823529,1.722222222222222,4.0,0.5450643776824035
aa,GG,53.0,7.5,14.0,4.0,22.0,14.0,6.5,3.5,,,1.45,0.72,31.0,1.51,1.144222799920162,48.70967741935484,56.0,60,18.66666666666667,2.214285714285714,4.0,0.695852534562212
aa,GG,71.0,7.5,16.0,3.0,26.0,17.5,9.0,8.0,2.5,,1.52,0.6,30.0,1.01,0.4574248470388755,33.66666666666666,56.0,60,21.33333333333333,1.875,5.0,0.4764150943396226
aa,GG,66.5,7.5,16.0,,22.0,17.0,9.0,7.0,4.0,,,,39.0,2.01,1.906575143656636,,54.0,69,21.33333333333333,2.4375,5.0,
aa,GG,54.0,8.0,17.0,4.0,19.0,14.5,8.0,5.0,,,0.78,0.62,,0.12,0.6678293725756556,40.0,54.0,69,21.25,,4.0,
aa,GG,53.5,7.0,15.0,2.0,18.0,15.0,9.0,5.5,,,0.94,0.56,10.0,0.41,0.05826890812397582,41.0,54.0,69,21.42857142857143,,4.0,
aa,GG,58.0,7.0,17.0,4.0,18.0,,8.0,6.0,,,1.99,0.62,35.0,1.49,1.564440546503365,42.57142857142857,54.0,69,24.28571428571428,2.058823529411764,4.0,0.5708812260536399
aa,GG,59.0,7.0,15.0,4.0,22.5,16.0,9.0,5.5,,,2.44,0.6,42.0,1.86,1.33500106673234,44.28571428571428,54.0,69,21.42857142857143,2.8,4.0,0.611842105263158
aa,GG,48.5,7.0,17.0,,,18.0,9.0,5.0,,,1.66,0.65,26.0,1.08,1.018847320199247,41.53846153846154,54.0,69,24.28571428571428,1.529411764705882,4.0,0.4675324675324676
aa,GG,61.0,6.5,17.0,3.0,27.5,13.5,10.0,4.0,,,1.3,0.48,25.0,0.95,0.6205764877251098,38.0,54.0,69,,1.470588235294118,4.0,0.5337078651685393
aa,GG,58.0,7.5,16.0,2.0,23.0,15.0,8.5,5.0,,,1.94,0.63,31.0,1.41,0.7839015438284094,45.48387096774194,54.0,69,21.33333333333333,1.9375,4.0,0.5486381322957199
aa,GG,53.5,6.5,16.0,1.0,19.5,16.0,7.5,5.0,,,1.91,0.47,32.0,1.44,0.3646431135879092,45.0,54.0,69,24.61538461538462,2.0,4.0,0.6050420168067226
aa,GG,57.0,5.5,,1.0,22.0,13.0,11.0,3.5,2.5,,1.27,0.45,24.0,0.85,-0.1625189294977749,35.41666666666666,54.0,69,,,5.0,0.4941860465116279
aa,GG,58.5,7.0,14.0,,24.0,15.5,7.0,4.5,,,2.25,0.64,36.0,1.72,1.846878768449135,47.77777777777778,54.0,69,20.0,2.571428571428572,4.0,0.5951557093425606
aa,GG,50.5,6.0,14.0,1.0,23.5,13.0,,,,,1.3,0.35,21.0,0.97,-0.03045920748470857,46.19047619047619,54.0,69,23.33333333333333,1.5,4.0,0.5878787878787879
aa,GG,46.0,7.0,,1.0,19.0,11.0,6.0,3.0,,,1.56,0.37,29.0,1.1,0.09531017980432493,37.93103448275862,54.0,69,,,4.0,0.5699481865284974
aa,GG,66.0,7.5,16.0,1.0,23.5,16.0,9.0,6.5,4.0,,2.05,0.73,32.0,1.49,0.3987761199573678,46.5625,54.0,69,21.33333333333333,2.0,5.0,0.5359712230215827
aa,GG,65.0,8.0,17.0,,22.5,14.5,10.0,7.0,3.0,,2.2,0.72,35.0,1.59,2.099244168976016,45.42857142857143,54.0,69,21.25,2.058823529411764,5.0,0.5445205479452055
aa,GG,58.0,6.5,14.0,4.0,24.5,14.5,8.0,5.0,,,1.88,0.49,32.0,1.45,1.371180723309843,45.3125,54.0,69,21.53846153846154,2.285714285714286,4.0,0.6118143459915611
aa,GG,67.0,8.0,16.0,,23.5,17.0,9.5,7.0,2.5,,,0.86,43.0,2.04,1.837369980480107,47.44186046511628,54.0,69,20.0,2.6875,5.0,
aa,GG,60.5,7.0,14.0,4.0,26.0,16.0,7.0,5.5,,,1.89,0.55,32.0,1.36,1.329724009631496,42.5,54.0,69,20.0,2.285714285714286,4.0,0.5573770491803279
aa,GG,50.0,6.0,,2.0,21.0,10.0,10.0,4.0,,,1.46,0.39,29.0,1.07,0.378436435720245,36.89655172413793,54.0,69,,,4.0,0.5783783783783784
aa,GG,57.0,6.5,15.0,4.0,13.0,16.5,,7.0,3.0,,1.76,,29.0,1.19,0.9820784724121582,41.03448275862069,54.0,69,23.07692307692308,1.933333333333333,5.0,
aa,GG,52.0,6.0,,3.0,23.0,13.5,6.0,3.5,,,1.0,0.4,17.0,0.64,0.4382549309311553,37.64705882352941,54.0,69,,,4.0,0.4571428571428572
bb,HG,65.5,7.0,14.0,2.0,28.5,17.5,8.5,4.5,,,1.34,0.44,25.0,0.94,0.2390169004704999,37.6,52.0,58,20.0,1.785714285714286,4.0,0.5280898876404494
bb,HG,64.0,7.0,16.0,2.0,24.5,17.0,8.0,7.0,1.0,,1.05,0.37,17.0,0.75,0.343589704390077,44.11764705882353,52.0,58,22.85714285714286,1.0625,5.0,0.5281690140845071
bb,HG,54.0,8.0,14.0,,25.0,13.5,,,,,1.3,0.47,28.0,0.92,1.150572027598821,32.85714285714285,52.0,58,17.5,2.0,4.0,0.519774011299435
bb,HG,62.0,7.0,,3.0,27.0,16.0,8.5,4.5,,,1.63,0.56,32.0,1.28,1.128171090909654,40.0,52.0,58,,,4.0,0.5844748858447489
bb,HG,69.0,8.0,16.0,3.0,26.5,18.5,10.0,6.0,1.0,,1.7,0.57,32.0,1.19,1.033184483345654,37.1875,52.0,58,20.0,2.0,5.0,0.5242290748898678
bb,HG,67.0,8.0,17.0,,24.5,16.0,10.0,6.5,3.0,,1.79,0.69,40.0,1.31,1.492904096178149,32.75,52.0,58,21.25,2.352941176470588,5.0,0.5282258064516129
bb,HG,61.0,7.0,16.0,2.0,25.0,15.0,9.0,5.0,,,1.2,0.4,28.0,0.93,0.412109650826833,33.21428571428572,52.0,58,22.85714285714286,1.75,4.0,0.58125
bb,HG,70.5,8.0,16.0,4.0,25.0,17.0,9.5,8.0,4.0,,1.79,0.55,39.0,1.39,1.398716881118448,35.64102564102564,52.0,58,20.0,2.4375,5.0,0.594017094017094
bb,HG,72.0,7.5,16.0,3.0,29.0,18.0,9.0,7.0,2.0,,1.52,0.52,30.0,1.08,0.9932517730102834,36.0,52.0,58,21.33333333333333,1.875,5.0,0.5294117647058824
bb,HG,62.0,7.5,14.0,4.0,27.0,15.5,8.0,5.0,,,1.25,0.43,25.0,0.84,0.7227059828014898,33.6,52.0,58,18.66666666666667,1.785714285714286,4.0,0.5
